general_party,contributor,type_of_contributor,specific_business,general_industry,broad_sector,number_of_records,dollar_amount
Democratic,NORTH LAS VEGAS POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,5036.73
Democratic,ONONDAGA COUNTY DEPUTY SHERIFFS POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,26,5010
Democratic,LOS ANGELES PORT POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,5000
Democratic,KEEP PORTLAND SAFE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,5000
Democratic,RRS POLICE RECORDS MANAGEMENT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,5000
Democratic,FRATERNAL ORDER OF POLICE LODGE 30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,12,5000
Democratic,OXNARD PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,5000
Democratic,PORT AUTHORITY POLICE BENEVOLENT ASSOCIATION PAC AKA PAPBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,5000
Nonpartisan,BERKELEY POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,5000
Democratic,BOSTON POLICE SUPERIOR OFFICERS FEDERATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,38,4925
Democratic,ASSOCIATED HIGHWAY PATROLMEN OF ARIZONA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,19,4920
Republican,ANNE ARUNDEL COUNTY FRATERNAL ORDER OF POLICE LODGE 70,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,4800
Democratic,DELAWARE COUNTY FRATERNAL ORDER OF POLICE LODGE 27,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,4750
Republican,FLORIDA ASSOCIATION OF STATE TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,12,4750
Republican,SANTA ANA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,4700
Democratic,NEW JERSEY LAW ENFORCEMENT SUPERVISORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,4650
Democratic,GLEN COVE PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,14,4600
Democratic,NEW YORK POLICE & FIRE RETIREES ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,14,4575
Republican,MISSOURI CORRECTIONS OFFICERS ASSOCIATION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,15,4575
Republican,PALM BEACH COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,4550.97
Democratic,FULLERTON POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,4500
Democratic,SCARSDALE POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,4500
Republican,JACKSONVILLE FRATERNAL ORDER OF POLICE LODGE 5-30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,4500
Republican,VIRGINIA LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,4500
Democratic,RIVERSIDE SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,4438.32
Democratic,REDLANDS POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,4350
Republican,NYC RETIRED TRANSIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,13,4350
Democratic,BOYNTON BEACH FIRE FIGHTERS & PARAMEDICS LOCAL 1891,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,5,4250
Democratic,VIRGINIA LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,10,4250
Democratic,PASSAIC COUNTY PBA LOCAL 197,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,4230
Democratic,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,17,4150
Republican,POLICE BENEVOLENT ASSOCIATION LOCAL 112,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,4082
Democratic,MASSACHUSETTS MUNICIPAL POLICE COALITION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,17,4050
Democratic,GLENDALE POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,4000
Democratic,ORANGE COUNTY COPS PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,4000
Democratic,ROCKLAND COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,12,4000
Democratic,COLORADO SPRINGS POLICE PROTECTION ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,4000
Democratic,SANTA CLARA COUNTY PROBATION PEACE OFFICERS LOCAL 1587,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,4000
Democratic,PRINCE GEORGE'S COUNTRY PROFESSIONAL FIRE FIGHTERS & PARAMEDICS ASSOCIATES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,4,4000
Republican,ALASKA STATE TROOPERS CHAPTER,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,4000
Republican,BROWARD COUNTY PROFESSIONAL FIRE FIGHTER & PARAMEDIC LOCAL4321,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,6,4000
Democratic,SANTA BARBARA COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,3900
Democratic,PRINCE GEORGES COUNTY CORRECTIONAL OFFICERS ASSOCIATION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,11,3900
Democratic,BELL POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,3900
Republican,BALTIMORE CITY FRATERNAL ORDER OF POLICE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,3880
Democratic,TROOPERS LODGE 41-TROOPAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3850
Democratic,NEW YORK STATE PAROLE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,15,3850
Democratic,NEW YORK STATE UNIVERSITY POLICE OFFICERS UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,3750
Democratic,ILLINOIS MUNICIPAL POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,3750
Republican,SOUTH CAROLINA FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,19,3750
Democratic,FRATERNAL ORDER OF POLICE WAUKEGAN LODGE 5,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,3650
Democratic,POLICEMENS BENEVOLENT ASSOCIATION LOCAL 197,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,3650
Nonpartisan,CHICAGO POLICE SARGENT ASSOCIATION CPSA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3650
Democratic,NEW ENGLAND PBA LOCAL 911,Non-Individual,Police unions & associations,Public Sector Unions,Labor,16,3625
Republican,DELAWARE COUNTY FRATERNAL ORDER OF POLICE LODGE 27,Non-Individual,Police unions & associations,Public Sector Unions,Labor,12,3625
Democratic,VENTURA COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,3600
Democratic,TROOPERS FOR A SAFER OHIO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,3600
Democratic,MEMPHIS POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3600
Republican,SPOKANE POLICE GUILD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,3600
Democratic,FRATERNAL ORDER OF POLICE LODGE 34,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,3550
Republican,TROOPERS FOR A SAFER OHIO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,3550
Democratic,ILLINOIS STATE POLICE COMMAND OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,3540
Democratic,TALLAHASSEE POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,3500
Democratic,CENTRAL FLORIDA PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,3500
Democratic,PINELLAS COUNTY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,3500
Democratic,IRVINE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,3500
Democratic,SUN COAST POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3500
Democratic,FRATERNAL ORDER OF POLICE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3500
Democratic,ILLINOIS ASSOCIATION CHIEFS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,3450
Democratic,DEPUTY SHERIFFS ASSOCIATION OF SAN DIEGO COUNTY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3387.46
Democratic,NEW ENGLAND POLICE BENEVOLENT ASSOCIATION LOCAL 9000,Non-Individual,Police unions & associations,Public Sector Unions,Labor,14,3350
Democratic,DETECTIVE INVESTIGATORS ASSOCIATION OF DAS OFFICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,3350
Democratic,TRIBOROUGH BRIDGE & TUNNEL AUTHORITY SUPERIOR OFFICERS BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,17,3300
Democratic,SHERIFFS DEPUTIES OF BEXAR CO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,3300
Third-Party,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,3300
Democratic,ROCKLAND COUNTY CORRECTION OFFICERS BENEVOLENT ASSOCIATION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,8,3290
Democratic,FRESNO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,3250
Democratic,SAN JOAQUIN COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,3250
Democratic,POLICE ASSOCIATION LOCAL 4,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3250
Democratic,PRINCE GEORGES COUNTY PROFESSIONAL FIRE FIGHTERS & PARAMEDICS ASSOCIATES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,5,3250
Republican,POLICE OFFICERS FOR GOOD GOVERNMENT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,3250
Third-Party,PUBLIC SAFETY EMPLOYEE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3250
Democratic,PHOENIX LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,3105
Democratic,NASSAU COUNTY POLICE CONFERENCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,3100
Republican,NEW JERSEY SUPERIOR OFFICERS LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3100
Republican,TROOPERS FOR A SAFER OHIO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3100
Democratic,BROCKTON POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,3000
Democratic,COASTAL FLORIDA PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,3000
Democratic,POLICE OFFICERS LABOR COUNCIL,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,3000
Democratic,LA HABRA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,3000
Democratic,TROOPERS FOR A SAFER OHIO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,3000
Democratic,NEVADA CONFERENCE OF POLICE & SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,3000
Democratic,FT WORTH POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,3000
Democratic,FRIENDS OF THE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,3000
Democratic,MANCHESTER POLICE PATROLMENS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,3000
Democratic,OKLAHOMA FRATERNAL ORDER OF POLICE STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,3000
Nonpartisan,OREGON STATE POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,3000
Democratic,MESA POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,2950
Republican,VIRGINIA BEACH PBA LOCAL 54,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,2950
Democratic,ECSO PBA LOCAL 183,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,2900
Republican,WASHINGTON STATE COUNCIL OF POLICE OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,10,2900
Nonpartisan,POLICEMENS BENEVOLENT & PROTECTIVE ASSOCIATION OF ILLINOIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,10,2900
Republican,NEW JERSEY LAW ENFORCEMENT SUPERVISORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,2850
Republican,MARYLAND FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,2840
Democratic,LYNBROOK PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,12,2800
Republican,FIRE FIGHTERS & PARAMEDICS OF ST CHARLES & LINCOLN COUNTIES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,4,2800
Democratic,MERCED COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,2780
Democratic,PEACE OFFICERS RESEARCH ASSOCIATION OF NEVADA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,2750
Democratic,NEW YORK STATE UNION OF POLICE ASSOCIATIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,18,2750
Democratic,FRANKLIN TOWNSHIP PBA LOCAL 154,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2750
Republican,EL PASO COUNTY SHERIFFS OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,2750
Republican,WILMINGTON POLICE & FIRE PENSION TASK FORCE,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,17,2720
Democratic,LOWELL POLICE PATROLMENS UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,2700
Republican,FRATERNAL ORDER OF POLICE TENNESSEE STATE LODGE PA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2700
Republican,PEACE OFFICERS RESEARCH ASSOCIATION OF NEVADA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,12,2650
Democratic,WORCESTER COUNTY RETIRED POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,31,2630
Democratic,PATERSON POLICE POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2600
Democratic,ENGLEWOOD PBA LOCAL 216,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2600
Republican,MASSACHUSETTS ENVIRONMENTAL POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,2600
Republican,INDIANAPOLIS FRATERNAL ORDER OF POLICE LODGE 86,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2600
Democratic,FLORIDA SHERIFFS CCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,2500
Democratic,MILWAUKEE DEPUTY SHERIFF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2500
Democratic,PORTLAND POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2500
Democratic,POLICEMENS BENEVOLENT ASSOCIATION LOCAL 50,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2500
Democratic,NEWPORT BEACH POLICE EMPLOYEES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,2500
Democratic,PENN / JERSEY FRATERNAL ORDER OF POLICE LODGE 30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2500
Republican,COASTAL FLORIDA PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,2500
Republican,COLORADO STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,2500
Republican,NC POLICE BENEVOLENT ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2500
Republican,MASSACHUSETTS STATE POLICE COMMISSIONED OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,2500
Republican,NJ FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,2450
Democratic,CONNECTICUT CORRECTIONS EMPLOYEES UNION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,10,2350
Democratic,MINNEAPOLIS POLICE FRATERNAL ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,2350
Republican,POLICE BENEVOLENT ASSOCIATION LOCAL 105,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,2350
Nonpartisan,WISCONSIN PROFESSIONAL POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2350
Democratic,TROOPERPAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2300
Democratic,MANCHESTER ASSOCIATION OF POLICE SUPERVISORS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,2300
Republican,PA FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,2300
Nonpartisan,KING COUNTY POLICE OFFICERS GUILD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2300
Republican,LEBANON FRATERNAL ORDER OF POLICE LODGE 83,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2294
Democratic,WESTMINSTER POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2285
Democratic,LOWELL POLICE SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,2250
Democratic,WASHOE COUNTY SHERIFFS DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,12,2250
Democratic,POMONA POLICE OFFICERS' ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2250
Republican,MICHIGAN CORRECTIONS ORGANIZATION LOCAL 526M,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,3,2250
Republican,TROOPERS LODGE 41/TROOPAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,2250
Democratic,MILTON POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,10,2200
Democratic,WEST ORANGE PBA LOCAL 25,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2200
Republican,MARSHAL ASSOCIATION OF CITY OF NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,2200
Democratic,SONOMA COUNTY LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,2170
Democratic,NYS DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,2150
Democratic,NJ FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,2150
Republican,CONSERVATION POLICE LODGE 146,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,2150
Democratic,LOCAL 280 PAC FUND,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,10,2100
Democratic,NJ LAW ENFORCEMENT COMMANDING OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2100
Republican,MINNEAPOLIS POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,2100
Democratic,UNION COUNTY CORRECTIONS PBA LOCAL 199,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,4,2000
Democratic,MICHIGAN ASSOCIATION OF POLICE ORGANIZATIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,2000
Democratic,EL SEGUNDO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2000
Democratic,SAN LEANDRO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2000
Democratic,BAKERSFIELD POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2000
Democratic,METHUEN POLICE SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,2000
Democratic,DEPUTY SHERIFFS ASSOCIATION OF PRINCE GEORGES COUNTY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2000
Democratic,FAIRFAX DEPUTY SHERIFFS COALITION LOCAL 50,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2000
Democratic,CHESHIRE CORRECTION COMPLEX EMPLOYEES LOCAL 387,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,7,2000
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2000
Democratic,PG CO PROFESSIONAL FIRE FIGHTERS & PARAMEDICS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,2000
Democratic,FRATERNAL ORDER OF POLICE LODGE3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2000
Republican,SOUTHERN NEVADACONFERENCE OF POLICE & SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2000
Republican,DETROIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2000
Republican,SAN LUIS OBISPO DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2000
Republican,GILBERT POLICE LEADERSHIP ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,2000
Republican,POLICE BENEVOLENT & PROTECTIVE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2000
Republican,ATLANTIC CITY PBA LOCAL 24,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2000
Nonpartisan,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,2000
Nonpartisan,SAN FRANCISCO POLICE OFFICERS ASSOCIATION LOCAL 9,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,2000
Democratic,POLICE BENEVOLENT ASSOCIATION OF GEORGIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1975.94
Democratic,SOUTH CAROLINA FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,1950
Republican,MASSACHUSETTS COALITION OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,1950
Republican,METROPOLITAN POLICE CONFERENCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,1925
Democratic,POLICE ASSOCIATION (UNIDENTIFIABLE),Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1900
Democratic,FRATERNAL ORDER OF POLICE MASSACHUSETTS BAY STATE LODGE 30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,14,1900
Democratic,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,12,1850
Democratic,NEW JERSEY STATE CORRECTIONS SERGEANT,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,4,1850
Democratic,CHICAGO POLICE SERGEANTS ASSOCIATION UNIT 156 A,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1800
Democratic,BROWNSVILLE POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1800
Democratic,POLICE BENEVOLENT & PROTECTION ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,1800
Republican,POLICEMENS BENEVOLENT ASSOCIATION LOCAL 50,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1800
Republican,FRATERNAL ORDER OF POLICE WILMINGTON LODGE 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,1800
Republican,MISSOURI FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1800
Republican,MONMOUTH COUNTY POLICE BENEVOLENT ASSOCIATION CONFERENCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1775
Democratic,FLORIDA ASSOCIATION OF STATE TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1750
Democratic,PATERSON POLICE BENEVOLENT ASSOCIATION LOCAL 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1750
Democratic,FAIRFIELD POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1750
Democratic,DANE COUNTY DEPUTY SHERIFF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1750
Democratic,TUCSON POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,1750
Democratic,PORTSMOUTH FIRE FIGHTERS & PARAMEDICS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,4,1750
Republican,CONNECTICUT STATE POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,1750
Republican,FLORIDA POLICE ASSOCIATION LOCAL 6000,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1750
Republican,"FRATERNAL ORDER OF POLICE, LODGE 5",Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1750
Third-Party,OHIO STATE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1750
Nonpartisan,PROFESSIONAL FIRE FIGHTERS & PARAMEDICS OF PALM BEACH COUNTY LOCAL 2928,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,3,1750
Democratic,NIAGARA FRONTIER TRANSIT AUTHORITY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1700
Republican,INDIANA STATE POLICE ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1650
Democratic,NEW YORK STATE PARK POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,10,1625
Republican,UTAH CORRECTIONS PEACE OFFICERS ASSOCIATION LODGE 14,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,6,1600
Democratic,TENNESSEE STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Democratic,PROBATION PEACE OFFICERS ASSOCIATION OF CONTRA COSTA COUNTY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
